. Semoga kedepan.ny semakin berkembang	5	positif	id	semoga kedepanny semakin berkembang	['semoga', 'kedepanny', 'semakin', 'berkembang']	['semoga', 'kedepannya', 'semakin', 'berkembang']	['semoga', 'kedepannya', 'berkembang']	['moga', 'depan', 'kembang']
Seharusnya tidak usah pake aplikasi kek gini cuman bikin ribet doang,kasian yg ga punya hp android atau yg ga ngerti cara penggunaan nya	2	negatif	id	seharusnya tidak usah pake aplikasi kek gini cuman bikin ribet doangkasian yg ga punya hp android atau yg ga ngerti cara penggunaan nya	['seharusnya', 'tidak', 'usah', 'pake', 'aplikasi', 'kek', 'gini', 'cuman', 'bikin', 'ribet', 'doangkasian', 'yg', 'ga', 'punya', 'hp', 'android', 'atau', 'yg', 'ga', 'ngerti', 'cara', 'penggunaan', 'nya']	['seharusnya', 'tidak', 'usah', 'pakai', 'aplikasi', 'kayak', 'begini', 'cuman', 'bikin', 'ribet', 'doangkasian', 'yang', 'enggak', 'punya', 'hp', 'android', 'atau', 'yang', 'enggak', 'mengerti', 'cara', 'penggunaan', 'nya']	['pakai', 'aplikasi', 'kayak', 'cuman', 'ribet', 'doangkasian', 'hp', 'android', 'mengerti', 'penggunaan']	['pakai', 'aplikasi', 'kayak', 'cuman', 'ribet', 'doangkasian', 'hp', 'android', 'erti', 'guna']
Sejak ada my pertamina kami tidak bisa ngisi solar .. Nomor kami terdaftar otomatis terdaftar pertalite ..	2	negatif	id	sejak ada my pertamina kami tidak bisa ngisi solar nomor kami terdaftar otomatis terdaftar pertalite	['sejak', 'ada', 'my', 'pertamina', 'kami', 'tidak', 'bisa', 'ngisi', 'solar', 'nomor', 'kami', 'terdaftar', 'otomatis', 'terdaftar', 'pertalite']	['sejak', 'ada', 'my', 'pertamina', 'kami', 'tidak', 'bisa', 'ngisi', 'solar', 'nomor', 'kami', 'terdaftar', 'otomatis', 'terdaftar', 'pertalite']	['my', 'pertamina', 'ngisi', 'solar', 'nomor', 'terdaftar', 'otomatis', 'terdaftar', 'pertalite']	['my', 'pertamina', 'ngisi', 'solar', 'nomor', 'daftar', 'otomatis', 'daftar', 'pertalite']
Sejauh ini ga ada kendala sih untuk penggunaanya dan bagusnya pembayaran bisa digital jadi ga perlu bingung kalau tiba-tiba bensin kendaraan habis dan tidak ada uang cash.	5	positif	id	sejauh ini ga ada kendala sih untuk penggunaanya dan bagusnya pembayaran bisa digital jadi ga perlu bingung kalau tibatiba bensin kendaraan habis dan tidak ada uang cash	['sejauh', 'ini', 'ga', 'ada', 'kendala', 'sih', 'untuk', 'penggunaanya', 'dan', 'bagusnya', 'pembayaran', 'bisa', 'digital', 'jadi', 'ga', 'perlu', 'bingung', 'kalau', 'tibatiba', 'bensin', 'kendaraan', 'habis', 'dan', 'tidak', 'ada', 'uang', 'cash']	['sejauh', 'ini', 'enggak', 'ada', 'kendala', 'sih', 'untuk', 'penggunaanya', 'dan', 'bagusnya', 'pembayaran', 'bisa', 'digital', 'jadi', 'enggak', 'perlu', 'bingung', 'kalau', 'tibatiba', 'bensin', 'kendaraan', 'habis', 'dan', 'tidak', 'ada', 'uang', 'cash']	['kendala', 'penggunaanya', 'bagusnya', 'pembayaran', 'digital', 'bingung', 'tibatiba', 'bensin', 'kendaraan', 'habis', 'uang', 'cash']	['kendala', 'penggunaanya', 'bagus', 'bayar', 'digital', 'bingung', 'tibatiba', 'bensin', 'kendara', 'habis', 'uang', 'cash']
Sejauh ini masih amam aman aja ðŸ˜ŠðŸ˜ŠðŸ˜Š	5	positif	id	sejauh ini masih amam aman aja 	['sejauh', 'ini', 'masih', 'amam', 'aman', 'aja', '']	['sejauh', 'ini', 'masih', 'amam', 'aman', 'saja', '']	['amam', 'aman', '']	['amam', 'aman', '']
Sejauh ini proses pendaftaran dan melengkapi identitas diri dan kendaraan lancar, masukan saya untuk top up usahakan ada opsi Alfamart atau Indomart untuk mempermudah	4	positif	id	sejauh ini proses pendaftaran dan melengkapi identitas diri dan kendaraan lancar masukan saya untuk top up usahakan ada opsi alfamart atau indomart untuk mempermudah	['sejauh', 'ini', 'proses', 'pendaftaran', 'dan', 'melengkapi', 'identitas', 'diri', 'dan', 'kendaraan', 'lancar', 'masukan', 'saya', 'untuk', 'top', 'up', 'usahakan', 'ada', 'opsi', 'alfamart', 'atau', 'indomart', 'untuk', 'mempermudah']	['sejauh', 'ini', 'proses', 'pendaftaran', 'dan', 'melengkapi', 'identitas', 'diri', 'dan', 'kendaraan', 'lancar', 'masukan', 'saya', 'untuk', 'top', 'unggah', 'usahakan', 'ada', 'opsi', 'alfamart', 'atau', 'indomart', 'untuk', 'mempermudah']	['proses', 'pendaftaran', 'melengkapi', 'identitas', 'kendaraan', 'lancar', 'masukan', 'top', 'unggah', 'usahakan', 'opsi', 'alfamart', 'indomart', 'mempermudah']	['proses', 'daftar', 'lengkap', 'identitas', 'kendara', 'lancar', 'masuk', 'top', 'unggah', 'usaha', 'opsi', 'alfamart', 'indomart', 'mudah']
Selalu gagal daftar pdhl persyaratan semua sdh klop	2	negatif	id	selalu gagal daftar pdhl persyaratan semua sdh klop	['selalu', 'gagal', 'daftar', 'pdhl', 'persyaratan', 'semua', 'sdh', 'klop']	['selalu', 'gagal', 'daftar', 'padahal', 'persyaratan', 'semua', 'sudah', 'klop']	['gagal', 'daftar', 'persyaratan', 'klop']	['gagal', 'daftar', 'syarat', 'klop']
Selama memakai aplikasi lancar2 saja. Cuma sedikit saran untuk scan diusahakan ada tempatnya sendiri karena pernah waktu mau scan tidak bisa2 karena cahaya matarahi yang silau. Jadi harus diruangan tertutup. Untuk keseluruhan bagus. Terus tingkatkan pelayanan dalam pengisian	5	positif	id	selama memakai aplikasi lancar saja cuma sedikit saran untuk scan diusahakan ada tempatnya sendiri karena pernah waktu mau scan tidak bisa karena cahaya matarahi yang silau jadi harus diruangan tertutup untuk keseluruhan bagus terus tingkatkan pelayanan dalam pengisian	['selama', 'memakai', 'aplikasi', 'lancar', 'saja', 'cuma', 'sedikit', 'saran', 'untuk', 'scan', 'diusahakan', 'ada', 'tempatnya', 'sendiri', 'karena', 'pernah', 'waktu', 'mau', 'scan', 'tidak', 'bisa', 'karena', 'cahaya', 'matarahi', 'yang', 'silau', 'jadi', 'harus', 'diruangan', 'tertutup', 'untuk', 'keseluruhan', 'bagus', 'terus', 'tingkatkan', 'pelayanan', 'dalam', 'pengisian']	['selama', 'memakai', 'aplikasi', 'lancar', 'saja', 'cuma', 'sedikit', 'saran', 'untuk', 'scan', 'diusahakan', 'ada', 'tempatnya', 'sendiri', 'karena', 'pernah', 'waktu', 'mau', 'scan', 'tidak', 'bisa', 'karena', 'cahaya', 'matarahi', 'yang', 'silau', 'jadi', 'harus', 'diruangan', 'tertutup', 'untuk', 'keseluruhan', 'bagus', 'terus', 'tingkatkan', 'pelayanan', 'dalam', 'pengisian']	['memakai', 'aplikasi', 'lancar', 'saran', 'scan', 'diusahakan', 'tempatnya', 'scan', 'cahaya', 'matarahi', 'silau', 'diruangan', 'tertutup', 'bagus', 'tingkatkan', 'pelayanan', 'pengisian']	['pakai', 'aplikasi', 'lancar', 'saran', 'scan', 'usaha', 'tempat', 'scan', 'cahaya', 'matarahi', 'silau', 'ruang', 'tutup', 'bagus', 'tingkat', 'layan', 'isi']
Selamat dan sukses selalu	5	positif	id	selamat dan sukses selalu	['selamat', 'dan', 'sukses', 'selalu']	['selamat', 'dan', 'sukses', 'selalu']	['selamat', 'sukses']	['selamat', 'sukses']
Selebihnya saya serahkan kepada tuhan YME	1	negatif	id	selebihnya saya serahkan kepada tuhan yme	['selebihnya', 'saya', 'serahkan', 'kepada', 'tuhan', 'yme']	['selebihnya', 'saya', 'serahkan', 'kepada', 'tuhan', 'yme']	['selebihnya', 'serahkan', 'tuhan', 'yme']	['lebih', 'serah', 'tuhan', 'yme']
Selesai ngisi data diri kok ngak mau lanjut ya?	2	negatif	id	selesai ngisi data diri kok ngak mau lanjut ya	['selesai', 'ngisi', 'data', 'diri', 'kok', 'ngak', 'mau', 'lanjut', 'ya']	['selesai', 'ngisi', 'data', 'diri', 'kok', 'enggak', 'mau', 'lanjut', 'ya']	['selesai', 'ngisi', 'data']	['selesai', 'ngisi', 'data']
semaken maju indonesia	5	positif	id	semaken maju indonesia	['semaken', 'maju', 'indonesia']	['semaken', 'maju', 'indonesia']	['semaken', 'maju', 'indonesia']	['semaken', 'maju', 'indonesia']
Semakin cangih mantab ðŸ‘	5	positif	id	semakin cangih mantab 	['semakin', 'cangih', 'mantab', '']	['semakin', 'cangih', 'mantap', '']	['cangih', 'mantap', '']	['cangih', 'mantap', '']
Semakin maju Indonesiaku	5	positif	id	semakin maju indonesiaku	['semakin', 'maju', 'indonesiaku']	['semakin', 'maju', 'indonesiaku']	['maju', 'indonesiaku']	['maju', 'indonesia']
Semakin mudah selama bahan bakar tersedia	4	positif	id	semakin mudah selama bahan bakar tersedia	['semakin', 'mudah', 'selama', 'bahan', 'bakar', 'tersedia']	['semakin', 'mudah', 'selama', 'bahan', 'bakar', 'tersedia']	['mudah', 'bahan', 'bakar', 'tersedia']	['mudah', 'bahan', 'bakar', 'sedia']
Semakin praktis pake mypertamina	5	positif	id	semakin praktis pake mypertamina	['semakin', 'praktis', 'pake', 'mypertamina']	['semakin', 'praktis', 'pakai', 'mypertamina']	['praktis', 'pakai', 'mypertamina']	['praktis', 'pakai', 'mypertamina']
Semakin ribet	1	negatif	id	semakin ribet	['semakin', 'ribet']	['semakin', 'ribet']	['ribet']	['ribet']
Semakin ribet	1	negatif	id	semakin ribet	['semakin', 'ribet']	['semakin', 'ribet']	['ribet']	['ribet']
Semangat membangun negeri	5	positif	id	semangat membangun negeri	['semangat', 'membangun', 'negeri']	['semangat', 'membangun', 'negeri']	['semangat', 'membangun', 'negeri']	['semangat', 'bangun', 'negeri']
Semangat terbarukan	5	positif	id	semangat terbarukan	['semangat', 'terbarukan']	['semangat', 'terbarukan']	['semangat', 'terbarukan']	['semangat', 'baru']
Semenjak pake MyPertamina banyak promonya	4	positif	id	semenjak pake mypertamina banyak promonya	['semenjak', 'pake', 'mypertamina', 'banyak', 'promonya']	['semenjak', 'pakai', 'mypertamina', 'banyak', 'promonya']	['semenjak', 'pakai', 'mypertamina', 'promonya']	['semenjak', 'pakai', 'mypertamina', 'promonya']
Sementara 2 bintang aja dulu min ribet	2	negatif	id	sementara bintang aja dulu min ribet	['sementara', 'bintang', 'aja', 'dulu', 'min', 'ribet']	['sementara', 'bintang', 'saja', 'dulu', 'min', 'ribet']	['bintang', 'min', 'ribet']	['bintang', 'min', 'ribet']
Sementara ok saja	5	positif	id	sementara ok saja	['sementara', 'ok', 'saja']	['sementara', 'ok', 'saja']	['ok']	['ok']
Semga bermanfaat. Maju terus Pertamina Indonesia	4	positif	id	semga bermanfaat maju terus pertamina indonesia	['semga', 'bermanfaat', 'maju', 'terus', 'pertamina', 'indonesia']	['semga', 'bermanfaat', 'maju', 'terus', 'pertamina', 'indonesia']	['semga', 'bermanfaat', 'maju', 'pertamina', 'indonesia']	['semga', 'manfaat', 'maju', 'pertamina', 'indonesia']
Semoga ada tambahan manfaat	4	positif	id	semoga ada tambahan manfaat	['semoga', 'ada', 'tambahan', 'manfaat']	['semoga', 'ada', 'tambahan', 'manfaat']	['semoga', 'tambahan', 'manfaat']	['moga', 'tambah', 'manfaat']
Semoga adil dan bermaat	5	positif	id	semoga adil dan bermaat	['semoga', 'adil', 'dan', 'bermaat']	['semoga', 'adil', 'dan', 'bermaat']	['semoga', 'adil', 'bermaat']	['moga', 'adil', 'bermaat']
Semoga aplikasi ini berjalan lancar untuk selanjutnya.	4	positif	id	semoga aplikasi ini berjalan lancar untuk selanjutnya	['semoga', 'aplikasi', 'ini', 'berjalan', 'lancar', 'untuk', 'selanjutnya']	['semoga', 'aplikasi', 'ini', 'berjalan', 'lancar', 'untuk', 'selanjutnya']	['semoga', 'aplikasi', 'berjalan', 'lancar']	['moga', 'aplikasi', 'jalan', 'lancar']
Semoga aplikasi ini bermanfaat	5	positif	id	semoga aplikasi ini bermanfaat	['semoga', 'aplikasi', 'ini', 'bermanfaat']	['semoga', 'aplikasi', 'ini', 'bermanfaat']	['semoga', 'aplikasi', 'bermanfaat']	['moga', 'aplikasi', 'manfaat']
Semoga aplikasi ini jadi lebih bermanfaat dan layanan lebih baik.	4	positif	id	semoga aplikasi ini jadi lebih bermanfaat dan layanan lebih baik	['semoga', 'aplikasi', 'ini', 'jadi', 'lebih', 'bermanfaat', 'dan', 'layanan', 'lebih', 'baik']	['semoga', 'aplikasi', 'ini', 'jadi', 'lebih', 'bermanfaat', 'dan', 'layanan', 'lebih', 'baik']	['semoga', 'aplikasi', 'bermanfaat', 'layanan']	['moga', 'aplikasi', 'manfaat', 'layan']
Semoga aplikasi ini menjadikan subsidi tepat sasaran	5	positif	id	semoga aplikasi ini menjadikan subsidi tepat sasaran	['semoga', 'aplikasi', 'ini', 'menjadikan', 'subsidi', 'tepat', 'sasaran']	['semoga', 'aplikasi', 'ini', 'menjadikan', 'subsidi', 'tepat', 'sasaran']	['semoga', 'aplikasi', 'menjadikan', 'subsidi', 'sasaran']	['moga', 'aplikasi', 'jadi', 'subsidi', 'sasar']
Semoga app ini awal keindahan yg di harapkan tidak boros tapi untung berkali2..okðŸ‘‹ðŸ‘‹	4	positif	id	semoga app ini awal keindahan yg di harapkan tidak boros tapi untung berkaliok 	['semoga', 'app', 'ini', 'awal', 'keindahan', 'yg', 'di', 'harapkan', 'tidak', 'boros', 'tapi', 'untung', 'berkaliok', '']	['semoga', 'aplikasi', 'ini', 'awal', 'keindahan', 'yang', 'di', 'harapkan', 'tidak', 'boros', 'tapi', 'untung', 'berkaliok', '']	['semoga', 'aplikasi', 'keindahan', 'harapkan', 'boros', 'untung', 'berkaliok', '']	['moga', 'aplikasi', 'indah', 'harap', 'boros', 'untung', 'berkaliok', '']
Semoga banyak membantu	4	positif	id	semoga banyak membantu	['semoga', 'banyak', 'membantu']	['semoga', 'banyak', 'membantu']	['semoga', 'membantu']	['moga', 'bantu']
Semoga BBM jadi murah dan mudah	5	positif	id	semoga bbm jadi murah dan mudah	['semoga', 'bbm', 'jadi', 'murah', 'dan', 'mudah']	['semoga', 'bbm', 'jadi', 'murah', 'dan', 'mudah']	['semoga', 'bbm', 'murah', 'mudah']	['moga', 'bbm', 'murah', 'mudah']
Semoga bbm subsidi dapat terpantau dan tepat sasaran dengan aplikasi ini	4	positif	id	semoga bbm subsidi dapat terpantau dan tepat sasaran dengan aplikasi ini	['semoga', 'bbm', 'subsidi', 'dapat', 'terpantau', 'dan', 'tepat', 'sasaran', 'dengan', 'aplikasi', 'ini']	['semoga', 'bbm', 'subsidi', 'dapat', 'terpantau', 'dan', 'tepat', 'sasaran', 'dengan', 'aplikasi', 'ini']	['semoga', 'bbm', 'subsidi', 'terpantau', 'sasaran', 'aplikasi']	['moga', 'bbm', 'subsidi', 'pantau', 'sasar', 'aplikasi']
Semoga BBM Subsidi tepat sasaran untuk wong cilik	5	positif	id	semoga bbm subsidi tepat sasaran untuk wong cilik	['semoga', 'bbm', 'subsidi', 'tepat', 'sasaran', 'untuk', 'wong', 'cilik']	['semoga', 'bbm', 'subsidi', 'tepat', 'sasaran', 'untuk', 'wong', 'cilik']	['semoga', 'bbm', 'subsidi', 'sasaran', 'cilik']	['moga', 'bbm', 'subsidi', 'sasar', 'cilik']
Semoga ber manfaat	4	positif	id	semoga ber manfaat	['semoga', 'ber', 'manfaat']	['semoga', 'ber', 'manfaat']	['semoga', 'ber', 'manfaat']	['moga', 'ber', 'manfaat']
Semoga Berguna	4	positif	id	semoga berguna	['semoga', 'berguna']	['semoga', 'berguna']	['semoga', 'berguna']	['moga', 'guna']
Semoga bermanfaaf tepat sasaran ,dan memudahkan pemebelian BBM	4	positif	id	semoga bermanfaaf tepat sasaran dan memudahkan pemebelian bbm	['semoga', 'bermanfaaf', 'tepat', 'sasaran', 'dan', 'memudahkan', 'pemebelian', 'bbm']	['semoga', 'bermanfaaf', 'tepat', 'sasaran', 'dan', 'memudahkan', 'pemebelian', 'bbm']	['semoga', 'bermanfaaf', 'sasaran', 'memudahkan', 'pemebelian', 'bbm']	['moga', 'bermanfaaf', 'sasar', 'mudah', 'beli', 'bbm']
Semoga bermanfaat	4	positif	id	semoga bermanfaat	['semoga', 'bermanfaat']	['semoga', 'bermanfaat']	['semoga', 'bermanfaat']	['moga', 'manfaat']
Semoga bermanfaat app ini	4	positif	id	semoga bermanfaat app ini	['semoga', 'bermanfaat', 'app', 'ini']	['semoga', 'bermanfaat', 'aplikasi', 'ini']	['semoga', 'bermanfaat', 'aplikasi']	['moga', 'manfaat', 'aplikasi']
Semoga bermanfaat buat kita semua	5	positif	id	semoga bermanfaat buat kita semua	['semoga', 'bermanfaat', 'buat', 'kita', 'semua']	['semoga', 'bermanfaat', 'buat', 'kita', 'semua']	['semoga', 'bermanfaat']	['moga', 'manfaat']
Semoga bermanfaat utk seluruh masyarakat Indonesia	5	positif	id	semoga bermanfaat utk seluruh masyarakat indonesia	['semoga', 'bermanfaat', 'utk', 'seluruh', 'masyarakat', 'indonesia']	['semoga', 'bermanfaat', 'untuk', 'seluruh', 'masyarakat', 'indonesia']	['semoga', 'bermanfaat', 'masyarakat', 'indonesia']	['moga', 'manfaat', 'masyarakat', 'indonesia']
Semoga bermangfaat bagi masyarakat kecil	5	positif	id	semoga bermangfaat bagi masyarakat kecil	['semoga', 'bermangfaat', 'bagi', 'masyarakat', 'kecil']	['semoga', 'bermangfaat', 'bagi', 'masyarakat', 'kecil']	['semoga', 'bermangfaat', 'masyarakat']	['moga', 'bermangfaat', 'masyarakat']
Semoga bisa membantu Dan tidak ribet	4	positif	id	semoga bisa membantu dan tidak ribet	['semoga', 'bisa', 'membantu', 'dan', 'tidak', 'ribet']	['semoga', 'bisa', 'membantu', 'dan', 'tidak', 'ribet']	['semoga', 'membantu', 'ribet']	['moga', 'bantu', 'ribet']
Semoga bisa memberikan keadilan dalam masyarakat	5	positif	id	semoga bisa memberikan keadilan dalam masyarakat	['semoga', 'bisa', 'memberikan', 'keadilan', 'dalam', 'masyarakat']	['semoga', 'bisa', 'memberikan', 'keadilan', 'dalam', 'masyarakat']	['semoga', 'keadilan', 'masyarakat']	['moga', 'adil', 'masyarakat']
Semoga bisa tepat sasaran	5	positif	id	semoga bisa tepat sasaran	['semoga', 'bisa', 'tepat', 'sasaran']	['semoga', 'bisa', 'tepat', 'sasaran']	['semoga', 'sasaran']	['moga', 'sasar']
Semoga cepat pupus	1	negatif	id	semoga cepat pupus	['semoga', 'cepat', 'pupus']	['semoga', 'cepat', 'pupus']	['semoga', 'cepat', 'pupus']	['moga', 'cepat', 'pupus']
Semoga dapat subsidi BBM	5	positif	id	semoga dapat subsidi bbm	['semoga', 'dapat', 'subsidi', 'bbm']	['semoga', 'dapat', 'subsidi', 'bbm']	['semoga', 'subsidi', 'bbm']	['moga', 'subsidi', 'bbm']
Semoga dengan adanya aplikasi ini, konsumen tidak harus antri panjang ataupu kehabisan bensin distasiun pengisian bahan bakar	4	positif	id	semoga dengan adanya aplikasi ini konsumen tidak harus antri panjang ataupu kehabisan bensin distasiun pengisian bahan bakar	['semoga', 'dengan', 'adanya', 'aplikasi', 'ini', 'konsumen', 'tidak', 'harus', 'antri', 'panjang', 'ataupu', 'kehabisan', 'bensin', 'distasiun', 'pengisian', 'bahan', 'bakar']	['semoga', 'dengan', 'adanya', 'aplikasi', 'ini', 'konsumen', 'tidak', 'harus', 'antri', 'panjang', 'ataupu', 'kehabisan', 'bensin', 'distasiun', 'pengisian', 'bahan', 'bakar']	['semoga', 'aplikasi', 'konsumen', 'antri', 'ataupu', 'kehabisan', 'bensin', 'distasiun', 'pengisian', 'bahan', 'bakar']	['moga', 'aplikasi', 'konsumen', 'antri', 'ataupu', 'habis', 'bensin', 'stasiun', 'isi', 'bahan', 'bakar']
Semoga dgn pelayanan apk pertamina semakin diindahkan dan dimudahkan dalam transaksi pengisian BBM...sukses pertamina	5	positif	id	semoga dgn pelayanan apk pertamina semakin diindahkan dan dimudahkan dalam transaksi pengisian bbmsukses pertamina	['semoga', 'dgn', 'pelayanan', 'apk', 'pertamina', 'semakin', 'diindahkan', 'dan', 'dimudahkan', 'dalam', 'transaksi', 'pengisian', 'bbmsukses', 'pertamina']	['semoga', 'dengan', 'pelayanan', 'aplikasi', 'pertamina', 'semakin', 'diindahkan', 'dan', 'dimudahkan', 'dalam', 'transaksi', 'pengisian', 'bbmsukses', 'pertamina']	['semoga', 'pelayanan', 'aplikasi', 'pertamina', 'diindahkan', 'dimudahkan', 'transaksi', 'pengisian', 'bbmsukses', 'pertamina']	['moga', 'layan', 'aplikasi', 'pertamina', 'indah', 'mudah', 'transaksi', 'isi', 'bbmsukses', 'pertamina']
Semoga dibarengi dengan pelayanan pihak SPBU dan tolong dipantau merata bagi SPBU yg mengisi BBM ke jergen	5	positif	id	semoga dibarengi dengan pelayanan pihak spbu dan tolong dipantau merata bagi spbu yg mengisi bbm ke jergen	['semoga', 'dibarengi', 'dengan', 'pelayanan', 'pihak', 'spbu', 'dan', 'tolong', 'dipantau', 'merata', 'bagi', 'spbu', 'yg', 'mengisi', 'bbm', 'ke', 'jergen']	['semoga', 'dibarengi', 'dengan', 'pelayanan', 'pihak', 'spbu', 'dan', 'tolong', 'dipantau', 'merata', 'bagi', 'spbu', 'yang', 'mengisi', 'bbm', 'ke', 'jergen']	['semoga', 'dibarengi', 'pelayanan', 'spbu', 'tolong', 'dipantau', 'merata', 'spbu', 'mengisi', 'bbm', 'jergen']	['moga', 'bareng', 'layan', 'spbu', 'tolong', 'pantau', 'rata', 'spbu', 'isi', 'bbm', 'jergen']
Semoga ditambah pembayaran dengan gopay. Jadi memudahkan gojek driver isi bensin	4	positif	id	semoga ditambah pembayaran dengan gopay jadi memudahkan gojek driver isi bensin	['semoga', 'ditambah', 'pembayaran', 'dengan', 'gopay', 'jadi', 'memudahkan', 'gojek', 'driver', 'isi', 'bensin']	['semoga', 'ditambah', 'pembayaran', 'dengan', 'gopay', 'jadi', 'memudahkan', 'gojek', 'driver', 'isi', 'bensin']	['semoga', 'ditambah', 'pembayaran', 'gopay', 'memudahkan', 'gojek', 'driver', 'isi', 'bensin']	['moga', 'tambah', 'bayar', 'gopay', 'mudah', 'gojek', 'driver', 'isi', 'bensin']
Semoga Indonesia sejahtera Menjadi mercusuar dunia Menjadi pamomong alam raya	5	positif	id	semoga indonesia sejahtera menjadi mercusuar dunia menjadi pamomong alam raya	['semoga', 'indonesia', 'sejahtera', 'menjadi', 'mercusuar', 'dunia', 'menjadi', 'pamomong', 'alam', 'raya']	['semoga', 'indonesia', 'sejahtera', 'menjadi', 'mercusuar', 'dunia', 'menjadi', 'pamomong', 'alam', 'raya']	['semoga', 'indonesia', 'sejahtera', 'mercusuar', 'dunia', 'pamomong', 'alam', 'raya']	['moga', 'indonesia', 'sejahtera', 'mercusuar', 'dunia', 'pamomong', 'alam', 'raya']
Semoga kebijakan tidak berubah ubah lagi.	5	positif	id	semoga kebijakan tidak berubah ubah lagi	['semoga', 'kebijakan', 'tidak', 'berubah', 'ubah', 'lagi']	['semoga', 'kebijakan', 'tidak', 'berubah', 'ubah', 'lagi']	['semoga', 'kebijakan', 'berubah', 'ubah']	['moga', 'bijak', 'ubah', 'ubah']
Semoga kedepan lebih bagus	5	positif	id	semoga kedepan lebih bagus	['semoga', 'kedepan', 'lebih', 'bagus']	['semoga', 'kedepan', 'lebih', 'bagus']	['semoga', 'kedepan', 'bagus']	['moga', 'depan', 'bagus']
Semoga kedepan nya di perbaiki lagi ya dan lanjutkan terus inovasi selanjutnya .	4	positif	id	semoga kedepan nya di perbaiki lagi ya dan lanjutkan terus inovasi selanjutnya	['semoga', 'kedepan', 'nya', 'di', 'perbaiki', 'lagi', 'ya', 'dan', 'lanjutkan', 'terus', 'inovasi', 'selanjutnya']	['semoga', 'kedepan', 'nya', 'di', 'perbaiki', 'lagi', 'ya', 'dan', 'lanjutkan', 'terus', 'inovasi', 'selanjutnya']	['semoga', 'kedepan', 'perbaiki', 'lanjutkan', 'inovasi']	['moga', 'depan', 'baik', 'lanjut', 'inovasi']
Semoga kedepan semakin disempurnakan.	5	positif	id	semoga kedepan semakin disempurnakan	['semoga', 'kedepan', 'semakin', 'disempurnakan']	['semoga', 'kedepan', 'semakin', 'disempurnakan']	['semoga', 'kedepan', 'disempurnakan']	['moga', 'depan', 'sempurna']
